,date,lat,lng
0,20110410,49.179739698746,-122.469770908356
1,20060404,49.781946641230,-123.133868707512
2,20040402,49.781946641230,-123.133868707512
3,20050410,49.781946641230,-123.133868707512
4,20110413,49.179739698746,-122.469770908356
5,20110415,49.179739698746,-122.469770908356
6,20110423,49.179739698746,-122.469770908356
7,20110410,49.179739698746,-122.469770908356
8,20110412,49.179739698746,-122.469770908356
9,20050712,46.271585679097996,-62.853738730042
10,20100328,46.703737,-64.104108
11,20180109,46.50235,-63.5879
12,20050910,46.328384875254,-62.687812992743
13,20170501,46.35288,-62.96336
14,20170504,46.27925,-63.14248
15,20080428,46.444667092432006,-63.414965963875
16,20100827,46.221158827072,-63.060877025127
17,20110701,46.402574,-63.795041
18,20170506,46.40005,-63.19265
19,20170507,46.36257,-63.17369
20,20180605,46.35116,-63.02977
21,20050424,46.271585679097996,-62.853738730042
22,20100405,46.703737,-64.104108
23,20120425,46.323728022354004,-62.918931045731
24,20170508,46.40391,-63.06518
25,20170517,46.35102,-63.0286
26,20170517,46.26985,-63.13987
27,20050426,46.271585679097996,-62.853738730042
28,20050429,46.271585679097996,-62.853738730042
29,20050504,46.271585679097996,-62.853738730042
30,20050508,46.271585679097996,-62.853738730042
31,20050509,46.271585679097996,-62.853738730042
32,20050511,46.271585679097996,-62.853738730042
33,20050521,46.271585679097996,-62.853738730042
34,20050529,46.271585679097996,-62.853738730042
35,20050605,46.271585679097996,-62.853738730042
36,20050614,46.271585679097996,-62.853738730042
37,20080504,46.444667092432006,-63.414965963875
38,20110505,46.400787170425,-63.267624378204005
39,20110511,46.408777190247,-63.795161247253
40,20110509,46.438330088482,-64.12742257118201
41,20140603,45.99621,-62.51826
42,20170506,46.4052,-63.10629
43,20170518,46.35072,-63.0309
44,20180603,46.31575,-63.15061
45,20180522,46.39307,-63.1244
46,20180602,46.39389,-63.12812
47,20080514,49.850000000000,-97.110000000000
48,20080514,49.840000000000,-97.110000000000
49,20080520,49.840000000000,-97.110000000000
50,20080520,49.850000000000,-97.110000000000
51,20080527,49.837078749542,-97.098657407407
52,20080527,49.840000000000,-97.110000000000
53,20080527,49.850000000000,-97.110000000000
54,20080605,49.837078749542,-97.098657407407
55,20080605,49.850000000000,-97.110000000000
56,20080605,49.850000000000,-97.110000000000
57,20080605,49.850000000000,-97.110000000000
58,20080605,49.850000000000,-97.110000000000
59,20080610,49.840000000000,-97.110000000000
60,20080610,49.837078749542,-97.098657407407
61,20080610,49.850000000000,-97.110000000000
62,20150413,50.187500000000,-97.125000000000
63,20150414,50.187500000000,-97.125000000000
64,20150415,50.187500000000,-97.125000000000
65,20150416,50.187500000000,-97.125000000000
66,20150417,50.187500000000,-97.125000000000
67,20150419,50.187500000000,-97.125000000000
68,20150420,50.187500000000,-97.125000000000
69,20150421,50.187500000000,-97.125000000000
70,20150422,50.187500000000,-97.125000000000
71,20150423,50.187500000000,-97.125000000000
72,20150424,50.187500000000,-97.125000000000
73,20150426,50.187500000000,-97.125000000000
74,20150427,50.187500000000,-97.125000000000
75,20150428,50.187500000000,-97.125000000000
76,20150429,50.187500000000,-97.125000000000
77,20150430,50.187500000000,-97.125000000000
78,20150501,50.187500000000,-97.125000000000
79,20150502,50.187500000000,-97.125000000000
80,20150505,50.187500000000,-97.125000000000
81,20150506,50.187500000000,-97.125000000000
82,20150507,50.187500000000,-97.125000000000
83,20150508,50.187500000000,-97.125000000000
84,20150509,50.187500000000,-97.125000000000
85,20150511,50.187500000000,-97.125000000000
86,20150512,50.187500000000,-97.125000000000
87,20150513,50.187500000000,-97.125000000000
88,20150514,50.187500000000,-97.125000000000
89,20150515,50.187500000000,-97.125000000000
90,20150516,50.187500000000,-97.125000000000
91,20150517,50.187500000000,-97.125000000000
92,20150518,50.187500000000,-97.125000000000
93,20150519,50.187500000000,-97.125000000000
94,20150520,50.187500000000,-97.125000000000
95,20150521,50.187500000000,-97.125000000000
96,20150523,50.187500000000,-97.125000000000
97,20150525,50.187500000000,-97.125000000000
98,20150526,50.187500000000,-97.125000000000
99,20150527,50.187500000000,-97.125000000000
100,20150528,50.187500000000,-97.125000000000
101,20150529,50.187500000000,-97.125000000000
102,20150530,50.187500000000,-97.125000000000
103,20150531,50.187500000000,-97.125000000000
104,20150602,50.187500000000,-97.125000000000
105,20150603,50.187500000000,-97.125000000000
106,20150604,50.187500000000,-97.125000000000
107,20150605,50.187500000000,-97.125000000000
108,20150606,50.187500000000,-97.125000000000
109,20150608,50.187500000000,-97.125000000000
110,20150609,50.187500000000,-97.125000000000
111,20150610,50.187500000000,-97.125000000000
112,20150611,50.187500000000,-97.125000000000
113,20150612,50.187500000000,-97.125000000000
114,20150613,50.187500000000,-97.125000000000
115,20150614,50.187500000000,-97.125000000000
116,20150615,50.187500000000,-97.125000000000
117,20150616,50.187500000000,-97.125000000000
118,20150617,50.187500000000,-97.125000000000
119,20150618,50.187500000000,-97.125000000000
120,20150619,50.187500000000,-97.125000000000
121,20150620,50.187500000000,-97.125000000000
122,20150622,50.187500000000,-97.125000000000
123,20150623,50.187500000000,-97.125000000000
124,20150625,50.187500000000,-97.125000000000
125,20150626,50.187500000000,-97.125000000000
126,20150627,50.187500000000,-97.125000000000
127,20150628,50.187500000000,-97.125000000000
128,20150629,50.187500000000,-97.125000000000
129,20150630,50.187500000000,-97.125000000000
130,20150701,50.187500000000,-97.125000000000
131,20150702,50.187500000000,-97.125000000000
132,20150703,50.187500000000,-97.125000000000
133,20150704,50.187500000000,-97.125000000000
134,20010813,49.877535027790,-96.626523451059
