0,20150603,49.044380000000,-123.883420000000
1,20150603,49.044380000000,-123.883420000000
2,20080504,46.444667092432006,-63.414965963875
3,20111026,46.241592,-63.54482
4,20170501,46.35926,-63.19455
5,20100709,46.438330088482,-64.12742257118201
6,20110512,46.334424838407,-63.703708648682
7,20020830,50.705795377117,-97.102335472343
8,20020914,50.705795377117,-97.102335472343
9,20020917,50.705795377117,-97.102335472343
10,20020918,50.705795377117,-97.102335472343
11,20020919,50.705795377117,-97.102335472343
12,20020920,50.705795377117,-97.102335472343
13,20020921,50.705795377117,-97.102335472343
14,20020922,50.705795377117,-97.102335472343
15,20020923,50.705795377117,-97.102335472343
16,20020924,50.705795377117,-97.102335472343
17,20020925,50.705795377117,-97.102335472343
18,20020926,50.705795377117,-97.102335472343
19,20020927,50.705795377117,-97.102335472343
20,20020928,50.705795377117,-97.102335472343
21,20020929,50.705795377117,-97.102335472343
22,20021001,50.705795377117,-97.102335472343
23,20021002,50.705795377117,-97.102335472343
24,20021003,50.705795377117,-97.102335472343
25,20021004,50.705795377117,-97.102335472343
26,20021005,50.705795377117,-97.102335472343
27,20021006,50.705795377117,-97.102335472343
28,20021007,50.705795377117,-97.102335472343
29,20021008,50.705795377117,-97.102335472343
30,20021009,50.705795377117,-97.102335472343
31,20021010,50.705795377117,-97.102335472343
32,20021011,50.705795377117,-97.102335472343
33,20021012,50.705795377117,-97.102335472343
34,20021013,50.705795377117,-97.102335472343
35,20150413,50.187500000000,-97.125000000000
36,20150414,50.187500000000,-97.125000000000
37,20150415,50.187500000000,-97.125000000000
38,20150416,50.187500000000,-97.125000000000
39,20150417,50.187500000000,-97.125000000000
40,20150418,50.187500000000,-97.125000000000
41,20150419,50.187500000000,-97.125000000000
42,20150420,50.187500000000,-97.125000000000
43,20150421,50.187500000000,-97.125000000000
44,20150422,50.187500000000,-97.125000000000
45,20150423,50.187500000000,-97.125000000000
46,20150424,50.187500000000,-97.125000000000
47,20150425,50.187500000000,-97.125000000000
48,20150426,50.187500000000,-97.125000000000
49,20150427,50.187500000000,-97.125000000000
50,20150428,50.187500000000,-97.125000000000
51,20150429,50.187500000000,-97.125000000000
52,20150430,50.187500000000,-97.125000000000
53,20150501,50.187500000000,-97.125000000000
54,20150502,50.187500000000,-97.125000000000
55,20150505,50.187500000000,-97.125000000000
56,20150506,50.187500000000,-97.125000000000
57,20150507,50.187500000000,-97.125000000000
58,20150508,50.187500000000,-97.125000000000
59,20150509,50.187500000000,-97.125000000000
60,20150511,50.187500000000,-97.125000000000
61,20150512,50.187500000000,-97.125000000000
62,20150513,50.187500000000,-97.125000000000
63,20150514,50.187500000000,-97.125000000000
64,20150515,50.187500000000,-97.125000000000
65,20150516,50.187500000000,-97.125000000000
66,20150517,50.187500000000,-97.125000000000
67,20150518,50.187500000000,-97.125000000000
68,20150519,50.187500000000,-97.125000000000
69,20150526,50.187500000000,-97.125000000000
70,20150527,50.187500000000,-97.125000000000
71,20150528,50.187500000000,-97.125000000000
72,20150529,50.187500000000,-97.125000000000
73,20150530,50.187500000000,-97.125000000000
74,20150602,50.187500000000,-97.125000000000
75,20150603,50.187500000000,-97.125000000000
76,20150604,50.187500000000,-97.125000000000
77,20150606,50.187500000000,-97.125000000000
78,20150608,50.187500000000,-97.125000000000
79,20150609,50.187500000000,-97.125000000000
80,20150610,50.187500000000,-97.125000000000
81,20150611,50.187500000000,-97.125000000000
82,20150612,50.187500000000,-97.125000000000
83,20150613,50.187500000000,-97.125000000000
84,20150614,50.187500000000,-97.125000000000
85,20150615,50.187500000000,-97.125000000000
86,20150616,50.187500000000,-97.125000000000
87,20150617,50.187500000000,-97.125000000000
88,20150618,50.187500000000,-97.125000000000
89,20150619,50.187500000000,-97.125000000000
90,20150620,50.187500000000,-97.125000000000
91,20150622,50.187500000000,-97.125000000000
92,20150625,50.187500000000,-97.125000000000
93,20150626,50.187500000000,-97.125000000000
94,20150627,50.187500000000,-97.125000000000
95,20150628,50.187500000000,-97.125000000000
96,20150629,50.187500000000,-97.125000000000
97,20150630,50.187500000000,-97.125000000000
98,20150701,50.187500000000,-97.125000000000
99,20150702,50.187500000000,-97.125000000000
100,20150703,50.187500000000,-97.125000000000
101,20150704,50.187500000000,-97.125000000000
102,20050703,49.906887296894,-97.305753576418
103,20020826,50.705795377117,-97.102335472343
104,20020828,50.705795377117,-97.102335472343
105,20020829,50.705795377117,-97.102335472343
106,20020902,50.705795377117,-97.102335472343
107,20020906,50.705795377117,-97.102335472343
108,20020909,50.705795377117,-97.102335472343
109,20020910,50.705795377117,-97.102335472343
110,20020911,50.705795377117,-97.102335472343
111,20020912,50.705795377117,-97.102335472343
112,20020913,50.705795377117,-97.102335472343
113,20020916,50.705795377117,-97.102335472343
114,20150520,50.187500000000,-97.125000000000
115,20150521,50.187500000000,-97.125000000000
116,20150523,50.187500000000,-97.125000000000
117,20150531,50.187500000000,-97.125000000000
118,20150605,50.187500000000,-97.125000000000
119,20150623,50.187500000000,-97.125000000000
120,20020827,50.705795377117,-97.102335472343
121,20020901,50.705795377117,-97.102335472343
122,20020905,50.705795377117,-97.102335472343
123,20150525,50.187500000000,-97.125000000000
124,20050602,50.036625580530,-96.871033284113
125,20030913,45.884910289784,-66.670703382228
126,20060823,46.299455283305996,-64.564817526532
127,20020528,45.897785409617995,-65.155287355741
128,20020517,46.188888888889,-66.641666666667
129,20020626,46.188888888889,-66.641666666667
130,20020626,46.188888888889,-66.641666666667
131,20030525,45.897785409617995,-65.155287355741
132,20050425,44.6866,-66.7685
